,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Total_Stops,Price,Duration_Hours,Duration_Min,Day_Of_Journey,Month_Of_Journey,Dep_hour,Dep_min,Arrival_hour,Arrival_min
951,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5277,2,20,6,6,22,5,0,25
952,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10262,14,25,3,6,14,0,4,25
953,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6144,2,50,3,3,4,0,6,50
954,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12898,6,35,3,6,21,50,4,25
955,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13941,22,10,12,5,6,30,4,40
956,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12373,14,25,18,5,14,0,4,25
957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3841,2,30,3,4,17,10,19,40
958,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,10697,23,35,18,5,8,20,7,55
959,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26890,13,5,1,3,11,40,0,45
960,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2175,1,30,1,6,13,15,14,45
961,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9476,5,5,27,5,23,30,4,35
962,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3100,1,20,24,5,21,5,22,25
963,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10368,22,55,15,6,5,30,4,25
964,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017,1,30,18,5,22,45,0,15
965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3841,2,35,15,4,6,55,9,30
966,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10493,37,20,21,5,5,55,19,15
967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5126,2,50,9,3,5,45,8,35
968,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3943,2,50,18,6,23,30,2,20
969,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11552,36,10,6,3,7,5,19,15
970,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7934,9,15,21,3,10,0,19,15
971,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6092,1,25,1,3,15,0,16,25
972,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10112,5,5,12,6,23,30,4,35
973,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6627,2,15,9,3,7,5,9,20
974,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11507,15,10,3,6,21,25,12,35
975,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26890,25,55,1,3,22,50,0,45
976,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13817,5,40,12,3,5,45,11,25
977,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13364,7,30,1,4,21,10,4,40
978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9187,17,45,6,6,17,0,10,45
979,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5277,2,20,9,5,22,5,0,25
980,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13492,8,15,12,3,0,30,8,45
981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5162,3,40,12,6,6,50,10,30
982,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5897,5,55,9,6,7,0,12,55
983,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5510,2,30,3,6,14,15,16,45
984,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17261,17,30,6,3,16,55,10,25
985,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7485,13,50,21,5,11,40,1,30
986,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4667,2,15,21,6,11,40,13,55
987,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14151,21,35,15,5,20,25,18,0
988,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7048,9,30,27,5,16,0,1,30
989,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12557,8,40,21,3,19,45,4,25
990,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15965,10,25,15,6,15,5,1,30
991,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11791,35,5,3,3,11,5,22,10
992,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8291,14,15,3,3,7,5,21,20
993,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4990,3,0,21,4,16,55,19,55
994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9135,25,50,12,5,17,0,18,50
995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4409,2,30,12,4,22,50,1,20
996,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,8,40,21,5,20,0,4,40
997,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10407,10,0,27,5,9,0,19,0
998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9315,11,30,27,5,7,30,19,0
999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9663,7,30,24,5,21,10,4,40
1000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9264,7,0,21,3,18,35,1,35
1001,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3597,2,15,15,5,9,45,12,0
1002,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6442,7,5,24,6,5,5,12,10
1003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15078,8,0,9,5,17,30,1,30
1004,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6218,5,25,1,5,18,5,23,30
1005,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10262,23,35,12,6,13,0,12,35
1006,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13677,6,35,9,3,19,0,1,35
1007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8016,3,0,24,6,7,10,10,10
1008,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10262,19,5,3,6,17,30,12,35
1009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3873,2,35,27,6,6,55,9,30
1010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4812,4,30,27,6,8,45,13,15
1011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017,1,30,15,5,22,45,0,15
1012,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4462,2,40,21,3,20,25,23,5
1013,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10231,26,40,15,6,5,0,7,40
1014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6383,12,25,21,3,10,30,22,55
1015,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11989,14,25,24,6,17,15,7,40
1016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7303,2,50,24,3,18,55,21,45
1017,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7229,3,5,21,4,18,55,22,0
1018,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4995,1,30,21,6,8,45,10,15
1019,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7408,8,0,15,6,13,0,21,0
1020,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,14960,19,45,15,5,16,45,12,30
1021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4482,2,45,24,3,23,25,2,10
1022,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6442,9,20,1,6,6,50,16,10
1023,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6144,3,0,12,5,8,20,11,20
1024,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,15129,26,55,27,5,9,40,12,35
1025,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10231,21,15,21,5,22,0,19,15
1026,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4823,2,50,3,4,20,0,22,50
1027,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4823,2,50,9,6,8,30,11,20
1028,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12898,16,55,21,5,11,30,4,25
1029,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5678,1,30,1,5,19,35,21,5
1030,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,14483,25,45,9,3,5,55,7,40
1031,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2228,1,30,15,5,19,35,21,5
1032,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8018,9,15,15,6,13,15,22,30
1033,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15136,11,5,6,3,9,55,21,0
1034,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5583,6,20,24,4,15,45,22,5
1035,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,13381,28,50,12,6,14,25,19,15
1036,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7932,27,55,15,3,6,55,10,50
1037,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7757,12,15,9,5,20,0,8,15
1038,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13029,22,55,18,5,5,30,4,25
1039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3841,2,35,9,6,6,55,9,30
1040,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10216,2,50,3,3,13,20,16,10
1041,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3100,1,20,21,5,21,5,22,25
1042,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8245,26,0,21,3,17,15,19,15
1043,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14594,8,45,1,3,11,5,19,50
1044,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,14237,18,10,1,6,18,25,12,35
1045,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,13164,14,55,21,5,8,20,23,15
1046,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14924,7,30,9,6,20,55,4,25
1047,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,19,10,21,5,21,10,16,20
1048,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7064,7,15,6,5,10,20,17,35
1049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9555,11,40,24,5,7,10,18,50
1050,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7155,8,40,24,6,10,35,19,15
1051,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12192,11,0,9,6,8,0,19,0
1052,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7353,14,25,18,5,16,45,7,10
1053,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5054,4,35,27,6,7,35,12,10
1054,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,18485,7,40,15,6,17,50,1,30
1055,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,11,45,6,6,6,30,18,15
1056,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6144,3,0,18,5,8,20,11,20
1057,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2754,1,30,1,5,19,5,20,35
1058,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12327,10,30,27,3,15,5,1,35
1059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3841,2,35,6,5,6,55,9,30
1060,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12373,5,35,18,5,22,50,4,25
1061,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10231,21,15,21,5,22,0,19,15
1062,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7318,11,45,21,5,9,15,21,0
1063,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16736,20,0,6,3,11,40,7,40
1064,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6195,5,45,9,6,21,50,3,35
1065,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2753,1,30,6,6,5,45,7,15
1066,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3807,2,35,24,3,9,30,12,5
1067,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20064,47,0,3,3,5,25,4,25
1068,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5406,3,15,21,6,21,5,0,20
1069,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10441,21,15,1,6,22,0,19,15
1070,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8066,13,20,6,5,20,25,9,45
1071,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6961,2,45,27,6,17,0,19,45
1072,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5586,2,55,21,3,14,55,17,50
1073,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7384,5,20,1,6,17,40,23,0
1074,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20800,21,20,1,3,11,40,9,0
1075,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13941,5,30,12,5,6,30,12,0
1076,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5198,3,0,3,5,8,20,11,20
1077,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3807,2,35,18,3,9,30,12,5
1078,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13838,12,35,3,3,9,45,22,20
1079,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11185,26,20,24,6,7,5,9,25
1080,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7229,2,55,21,6,15,15,18,10
1081,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10262,6,35,12,6,21,50,4,25
1082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4384,2,30,9,3,19,35,22,5
1083,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12819,23,10,27,6,13,25,12,35
1084,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7757,12,55,6,5,21,10,10,5
1085,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7174,26,30,21,4,20,30,23,0
1086,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6674,10,35,1,6,11,55,22,30
1087,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2227,1,35,18,5,20,5,21,40
1088,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13014,17,5,12,6,19,30,12,35
1089,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3175,1,30,21,3,16,55,18,25
1090,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6565,2,45,1,3,9,35,12,20
1091,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12681,28,40,1,4,18,55,23,35
1092,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3687,2,15,1,6,7,5,9,20
1093,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3210,1,30,15,6,19,35,21,5
1094,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4778,2,40,6,3,20,25,23,5
1095,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10877,7,35,3,6,11,25,19,0
1096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9187,14,25,24,5,20,20,10,45
1097,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6850,25,20,15,3,22,0,23,20
1098,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14781,9,50,12,5,8,25,18,15
1099,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,13227,16,10,6,5,16,45,8,55
1100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4668,2,40,9,5,7,0,9,40
1101,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14178,5,30,24,5,6,30,12,0
1102,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8066,16,45,6,5,17,0,9,45
1103,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3943,2,50,6,5,13,0,15,50
1104,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11200,11,30,1,6,7,30,19,0
1105,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8586,9,45,18,5,18,55,4,40
1106,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13044,12,55,12,6,21,10,10,5
1107,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8099,10,0,3,6,9,15,19,15
1108,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10262,10,55,15,6,17,30,4,25
1109,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,18275,7,40,24,6,17,50,1,30
1110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8475,15,0,27,5,6,0,21,0
1111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3873,2,20,6,4,22,20,0,40
1112,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2227,1,30,21,6,21,20,22,50
1113,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16389,38,20,6,3,5,25,19,45
1114,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5228,2,45,3,5,6,10,8,55
1115,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5092,21,5,21,3,11,50,8,55
1116,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4777,2,55,9,3,21,20,0,15
1117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383,2,50,24,3,5,50,8,40
1118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8452,25,55,21,5,7,10,9,5
1119,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3943,2,50,27,5,23,30,2,20
1120,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3100,1,20,24,6,21,5,22,25
1121,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14871,16,25,6,3,9,10,1,35
1122,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8016,2,55,21,6,11,10,14,5
1123,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11789,13,0,12,6,6,0,19,0
1124,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10529,7,20,15,5,11,40,19,0
1125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5615,2,50,15,3,5,50,8,40
1126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4649,5,15,6,6,15,5,20,20
1127,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,12723,17,25,9,6,5,50,23,15
1128,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,11,45,24,5,6,30,18,15
1129,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14714,22,5,3,6,20,55,19,0
1130,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6216,3,10,12,6,14,40,17,50
1131,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4148,2,45,15,3,9,35,12,20
1132,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5647,5,20,6,3,6,40,12,0
1133,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,9,50,15,5,8,25,18,15
1134,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6818,7,5,9,5,5,5,12,10
1135,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,13643,20,45,27,5,10,55,7,40
1136,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6358,14,0,27,3,7,0,21,0
1137,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14714,6,0,1,6,13,0,19,0
1138,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6460,4,30,21,4,8,45,13,15
1139,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9663,14,50,12,5,21,10,12,0
1140,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13941,27,35,21,5,6,30,10,5
1141,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5963,24,0,27,3,19,45,19,45
1142,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13014,17,5,15,6,19,30,12,35
1143,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9663,16,50,9,5,16,30,9,20
1144,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4423,2,50,6,4,13,0,15,50
1145,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21219,7,20,6,5,11,40,19,0
1146,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7503,6,55,24,5,18,35,1,30
1147,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4804,2,40,24,6,21,25,0,5
1148,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,15129,26,55,9,5,9,40,12,35
1149,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6197,14,10,27,3,7,10,21,20
1150,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3597,2,20,27,5,17,45,20,5
1151,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9100,11,45,27,3,7,30,19,15
1152,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4050,1,25,1,6,7,5,8,30
1153,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7723,15,30,6,6,10,0,1,30
1154,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,15129,19,55,9,5,23,5,19,0
1155,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12373,11,0,18,5,8,0,19,0
1156,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4591,2,50,3,5,23,30,2,20
1157,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6300,2,15,9,3,8,20,10,35
1158,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5176,2,45,24,3,17,0,19,45
1159,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12717,10,0,15,6,9,0,19,0
1160,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4405,2,15,18,3,11,40,13,55
1161,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6749,6,20,21,4,15,45,22,5
1162,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7064,7,15,12,5,10,20,17,35
1163,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16289,5,30,21,5,7,5,12,35
1164,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6297,2,25,15,3,11,35,14,0
1165,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5678,1,30,12,5,19,35,21,5
1166,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14388,13,20,1,5,20,0,9,20
1167,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7229,2,45,18,4,6,0,8,45
1168,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9806,4,30,24,3,11,55,16,25
1169,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6195,5,45,6,6,21,50,3,35
1170,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13044,23,20,12,6,18,55,18,15
1171,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13882,16,40,27,6,11,45,4,25
1172,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8147,5,0,24,3,5,45,10,45
